6697539;1;16,18,11,12,1,7,13,4,20,14,5,8,15,2
2431719;1;2,14,18,20,17,16,8,3,13,6,9,19,15,1
9106372;2;19,5,11,12,18,6,2,1,10,14,4,15,17,3
5093401;1;18,9,13,19,16,4,20,3,7,6,17,10,5,12
6370470;1;4,6,2,20,12,13,3,11,19,17,9,16,14,15
1142378;3;14,8,17,1,10,20,7,5,18,2,15
3899969;3;13,12,18,2,16,4,11,1,9,6,8
9326911;1;16,8,20,17,7,3,19,6,10,9,14,1,4,15
2026637;3;9,15,18,16,1,17,12,19,13,2,4
6613855;1;10,1,18,2,4,17,3,20,7,19,13,6,16,15
7284941;2;13,7,6,19,17,20,11,9,15,18,8,3,16,1
8947595;1;13,1,3,4,19,14,11,17,8,16,6,2,20,5
4825598;2;1,2,15,3,14,11,7,6,13,10,20,8,12,17
0780228;2;8,18,17,13,10,1,20,7,11,19,12,9,6,14
8401762;1;20,12,1,4,18,9,11,7,8,3,6,13,2,19
2426869;2;11,3,5,9,14,6,12,18,19,17,16,2,20,10
1979202;3;18,1,20,19,13,16,10,5,9,8,2
9343463;1;15,3,13,2,10,19,9,18,12,14,8,11,16,20
3184843;2;3,15,13,12,2,11,19,14,17,9,7,8,1,20
4472408;1;20,13,2,17,10,16,19,12,15,7,14,9,8,4
7570171;2;5,14,20,17,16,7,10,18,1,9,15,3,13,2
3324191;3;6,19,16,12,9,18,5,1,7,2,11
2573723;3;5,6,13,15,9,3,7,8,1,12,18
2296249;1;14,18,4,5,9,16,15,12,3,13,11,1,10,6
1956781;1;5,18,20,2,13,11,4,1,8,9,7,3,15,17
6354139;3;4,1,7,9,20,13,11,5,10,17,14
1711078;3;13,8,1,2,12,3,11,19,14,7,6
6856660;3;18,3,4,6,17,14,15,8,9,1,7
4574593;3;4,13,12,17,8,19,11,7,15,20,6
6879944;3;9,20,13,5,11,12,15,17,4,19,1
5696807;1;3,15,4,20,13,11,9,6,19,14,2,1,17,12
4876329;3;6,3,12,18,4,19,14,17,15,11,1
8123481;2;20,8,6,4,9,12,11,2,16,5,17,7,1,10
8258213;2;9,5,18,15,1,3,6,16,4,7,12,2,8,11
2735453;1;11,1,16,4,13,15,8,5,10,2,12,19,20,7
3333593;1;2,7,15,17,16,9,5,12,13,20,4,3,11,19
0992094;3;17,8,20,18,13,7,2,11,12,10,5
2355043;3;2,7,3,10,15,12,4,18,20,5,13
9080187;1;14,9,18,3,20,8,17,10,4,13,15,2,7,12
0711115;2;7,5,1,3,12,20,13,17,18,2,4,19,16,6
8681114;3;3,10,15,19,18,9,17,14,7,6,12
1367518;3;11,15,2,19,18,6,4,9,7,3,14
6556545;3;5,7,9,15,10,11,18,17,19,8,3
5696162;1;15,8,5,9,10,17,6,12,19,1,14,13,16,20
3786961;3;9,13,5,11,18,3,1,6,20,15,8
5006416;2;5,16,1,6,8,12,13,15,7,4,10,17,14,18
8621703;2;20,8,5,7,2,16,11,9,18,1,6,14,13,19
7790066;3;17,7,6,11,18,20,8,16,19,13,4
2048542;3;2,7,18,4,5,11,17,6,10,3,1
3194710;1;17,4,15,5,16,13,10,14,9,1,19,20,2,3
0240788;2;15,16,1,9,3,18,8,11,17,5,4,12,2,20
4858206;2;15,20,12,10,16,11,8,2,17,1,9,19,4,6
2161394;1;17,19,18,15,20,16,12,7,11,5,9,14,4,3
1449222;1;18,8,14,12,3,15,19,9,1,13,16,10,17,4
6863878;1;7,16,10,11,1,4,8,18,9,5,19,20,14,12
5301569;1;13,4,19,6,3,20,17,18,16,12,7,8,2,15
3325361;2;8,14,17,15,4,9,6,13,20,16,19,2,7,3
6758059;1;3,11,1,13,14,10,18,5,15,8,19,17,7,6
0123434;2;4,13,17,18,3,16,2,5,11,14,15,20,7,12
7726783;1;17,7,10,15,5,11,1,9,3,8,18,16,6,4
8625002;1;6,10,14,19,12,7,18,16,15,13,3,4,20,9
1395448;1;4,6,14,15,8,19,11,7,9,10,18,13,16,17
5529389;1;10,17,12,16,11,15,9,2,8,4,14,1,7,5
9894722;3;5,1,13,2,4,7,16,9,17,19,20
5488784;1;7,20,12,2,15,4,1,13,14,18,10,11,17,3
7050101;1;5,10,16,3,1,9,2,19,17,4,14,15,12,20
8695542;2;14,13,3,17,10,15,7,12,19,20,1,18,11,4
5505893;1;6,16,9,18,10,19,4,12,14,5,15,11,1,7
9748469;3;15,13,8,7,9,5,11,6,12,4,19
6151674;1;17,10,18,1,19,11,13,5,15,16,7,9,8,2
3423587;2;14,20,16,17,6,7,1,5,8,19,4,3,2,15
9515729;1;6,20,12,2,1,8,13,15,4,14,3,10,11,19
6724543;1;7,11,14,17,12,8,9,10,19,2,18,1,13,5
1986542;2;4,9,17,6,18,5,1,13,12,15,20,2,7,8
6261038;2;14,10,3,5,20,9,1,4,11,16,2,17,18,19
9849270;2;19,10,16,18,11,2,8,3,7,4,14,20,17,1
8684270;2;6,18,20,4,9,3,2,10,8,11,1,15,5,13
9045326;3;8,14,6,16,18,20,2,5,9,11,17
8332662;3;8,15,13,10,1,20,16,12,6,17,7
3003192;2;5,9,8,2,7,16,3,19,18,12,4,20,15,1
3761740;3;11,5,17,16,2,8,18,1,3,15,10
8578902;1;9,2,17,12,18,4,16,15,8,7,11,20,3,10
3718633;3;17,1,4,18,19,12,7,20,6,13,16
2593880;1;16,19,13,1,10,12,5,15,8,20,18,3,4,14
6260726;1;1,4,8,19,3,16,20,9,14,5,7,17,2,15
5341434;2;19,20,11,9,3,5,14,8,1,12,16,10,2,18
2866860;2;12,1,20,14,19,13,11,6,18,10,3,17,7,15
0298115;1;4,5,20,10,17,12,11,9,16,19,14,2,3,8
5209137;1;1,11,20,8,10,6,5,19,12,15,14,3,13,7
9418123;1;18,10,13,11,12,4,7,16,14,8,19,17,3,5
9449743;1;1,4,16,9,7,11,3,2,18,6,20,17,13,14
5757832;2;14,19,20,9,11,4,18,6,2,5,16,8,12,13
9300588;1;11,3,2,16,1,8,5,10,15,17,7,4,6,13
2511614;2;3,10,2,13,4,16,20,1,15,17,11,5,12,14
6269523;3;13,8,11,18,6,5,19,16,9,14,20
5413719;1;12,17,15,20,16,5,10,9,2,14,8,19,7,3
6053691;3;17,5,7,3,12,8,16,9,15,18,19
5543075;2;4,7,6,10,20,1,8,14,16,12,15,11,2,18
5734137;1;2,20,1,19,5,14,3,11,4,8,10,17,6,15
9500645;3;16,17,13,6,10,20,3,8,12,14,1
2569303;1;10,3,14,8,17,2,9,13,5,12,7,4,18,1
9946332;1;6,5,10,19,15,1,7,20,2,3,9,17,12,4
0467285;3;20,4,2,3,9,7,5,1,15,11,16
7542346;2;16,1,17,20,15,3,10,14,5,8,4,9,11,12
6666036;2;9,3,12,11,1,2,5,4,6,19,18,10,17,13
5406425;1;4,14,2,12,5,16,3,7,19,20,11,13,9,17
8559536;3;1,7,16,13,6,15,5,4,2,17,8
5328138;1;11,19,13,18,2,14,9,3,8,16,17,6,7,12
5034503;3;8,10,7,19,4,15,18,6,2,9,17
7540645;3;4,17,5,1,8,9,6,11,20,16,12
6769910;2;4,12,7,2,9,10,16,11,5,6,3,17,14,1
2944741;3;2,18,15,4,7,11,10,20,1,19,8
9937630;1;15,3,7,16,20,4,13,2,18,6,19,14,11,5
0029132;3;6,10,14,8,2,17,13,12,3,7,16
5882355;1;18,12,11,2,16,15,5,10,4,9,6,19,7,1
8059345;2;4,11,15,5,12,10,2,7,8,9,13,1,19,17
4531593;3;18,2,8,12,9,6,11,15,7,5,17
1008034;2;6,17,4,16,3,7,11,5,19,8,12,18,15,9
1573719;3;10,15,12,9,2,1,5,4,20,14,18
8163771;1;8,19,18,5,10,14,11,16,15,17,13,4,3,2
1388381;1;12,16,14,20,13,4,8,6,7,9,17,10,1,18
7814964;2;20,17,16,8,4,2,9,19,15,6,14,18,12,1
9354597;1;8,4,11,20,3,19,17,15,2,5,16,7,18,9
5027967;2;7,19,15,13,17,3,4,8,2,14,5,16,18,11
0015269;1;9,8,2,18,6,12,15,10,20,4,5,1,17,19
7416229;1;14,7,2,11,15,4,10,16,1,18,13,17,6,9
9960340;2;18,16,4,12,3,7,20,6,1,11,13,19,10,5
0075661;2;10,11,18,15,8,6,7,1,16,12,3,20,14,4
4822973;2;5,12,20,6,19,10,4,3,7,13,15,8,2,18
6849930;3;20,16,14,3,5,12,7,19,11,2,1
9822241;1;15,6,18,10,16,19,3,9,1,12,17,20,2,11
2964865;3;12,1,18,14,15,17,2,16,13,6,11
8949983;2;18,7,20,12,11,3,14,1,9,17,6,2,19,4
0213144;2;5,9,7,17,12,1,18,15,3,11,20,13,2,8
9773855;3;10,18,17,16,6,11,14,9,19,13,12
7540689;3;2,9,17,6,15,10,18,16,12,4,1
9059173;3;11,7,16,19,13,15,14,5,17,18,10
0641886;3;3,20,6,2,15,4,1,16,9,5,10
7248933;2;8,20,5,11,16,1,17,4,3,2,7,15,13,6
4715859;3;5,2,11,20,14,3,19,4,12,7,1
8568787;1;6,15,19,11,9,16,12,4,2,5,14,3,20,18
7141736;3;17,2,4,8,1,19,16,13,9,3,12
5952313;3;8,1,17,4,16,15,5,20,19,18,9
2115464;1;8,17,2,20,7,4,18,1,14,9,15,19,5,13
9766212;2;4,15,18,11,6,9,14,12,8,10,17,3,16,20
9953875;3;8,3,5,2,16,19,1,13,7,12,14
9092187;3;2,13,10,6,17,14,8,5,20,19,12
9546468;1;4,20,16,7,19,5,17,14,3,9,13,18,8,12
2335726;3;20,9,6,7,19,4,15,12,18,1,11
8408708;3;8,14,16,13,18,15,7,2,5,1,6
6041259;2;10,14,8,6,1,18,12,2,3,11,9,16,15,13
4185507;3;13,15,8,18,3,17,10,20,4,6,2
2815625;3;8,12,17,2,9,3,18,1,20,4,19
4638384;2;6,3,14,5,20,18,19,12,2,13,10,9,1,7
8629992;2;4,10,8,17,1,16,14,5,20,19,6,3,11,2
1678699;1;17,5,6,8,9,3,18,1,4,19,13,11,15,16
0134996;3;20,4,10,3,8,15,1,5,17,2,11
6334803;1;13,20,2,9,14,12,8,7,15,16,19,5,1,10
3990933;1;4,15,7,6,9,11,14,10,18,13,3,17,8,12
2840970;3;15,4,2,3,7,17,14,10,5,19,9
3957524;1;9,3,19,5,7,6,11,13,10,4,8,20,14,12
2946275;3;20,11,3,10,17,15,18,4,12,1,2
0685755;2;8,13,18,5,10,14,3,19,6,2,16,9,12,1
8995855;2;5,13,3,7,9,12,14,16,20,10,18,17,6,1
5201578;3;14,5,4,19,9,15,8,1,6,2,10
1948090;2;5,18,4,20,10,19,17,14,1,9,3,16,8,7
1890779;2;15,11,4,13,12,8,14,16,2,17,3,9,6,18
7193673;1;6,8,2,16,4,10,18,17,14,3,12,9,13,20
4823373;2;14,1,8,19,11,9,18,15,7,12,4,3,10,13
6677612;3;10,15,19,6,7,20,12,2,8,3,9
5935251;3;16,8,1,11,18,15,10,5,14,19,6
5114889;2;1,5,10,13,4,15,19,2,9,20,12,11,16,8
7081488;1;14,19,10,17,5,2,11,3,12,20,4,18,8,6
7334352;1;17,1,8,14,11,6,12,2,7,13,16,9,4,15
8100756;3;1,20,6,3,18,15,10,14,5,8,11
2242183;1;3,7,13,8,5,18,19,9,1,14,2,11,15,6
5967099;3;10,19,18,13,8,6,2,14,17,11,9
7087582;2;4,8,6,15,14,5,7,10,12,17,3,16,13,9
1419446;2;15,11,5,12,16,4,6,7,19,3,13,2,18,1
8880965;2;12,13,1,7,4,11,5,9,10,19,3,18,14,8
3144552;2;3,16,8,5,18,20,15,14,1,11,7,6,13,9
4082572;2;19,5,9,13,14,7,18,3,12,17,20,11,2,10
1509594;3;10,15,12,19,6,9,5,7,17,14,11
6951154;1;13,6,1,5,12,4,11,20,15,2,17,16,19,7
1590092;2;4,14,20,10,8,15,12,16,2,11,6,5,3,19
4850781;1;3,6,4,8,9,14,7,16,10,19,5,18,20,17
7039513;2;2,16,1,7,4,10,12,17,3,13,18,14,8,20
1011450;2;1,14,4,20,12,11,2,19,9,8,18,3,17,13
4414474;2;6,14,9,17,19,15,3,2,11,1,20,10,8,5
7818719;3;20,14,16,3,15,12,4,7,13,10,1
3445977;1;20,4,2,6,11,3,16,9,13,18,15,17,10,12
5431816;3;16,5,4,13,1,3,15,8,9,7,14
1124373;3;4,15,18,19,9,14,20,16,3,2,17
4027374;2;7,1,19,20,8,15,5,17,2,3,6,9,13,14
3013111;1;16,18,15,12,6,19,4,9,3,13,2,7,20,8
9080070;3;3,7,15,17,6,14,2,10,13,18,4
0102588;3;11,20,12,15,16,7,1,2,6,3,8
1330656;2;4,16,6,7,5,9,1,14,15,10,17,2,11,18
3412109;2;18,15,2,9,19,1,16,8,13,4,6,7,17,5
0075292;3;2,10,19,12,5,1,9,4,8,13,3
9816438;3;7,1,8,14,20,13,11,16,18,17,10
0494588;2;11,15,20,10,19,7,5,12,18,8,4,13,17,2
7112445;2;17,18,19,2,4,15,16,1,8,6,7,13,14,11
7922934;2;7,12,2,6,11,4,14,15,18,5,16,20,13,1
2986083;1;16,4,7,19,9,1,12,6,3,13,17,2,8,11
0854431;1;20,1,10,13,14,15,7,11,19,18,12,9,8,17
0326728;3;9,7,2,8,20,16,3,10,17,1,19
2092628;1;15,12,20,16,19,13,7,17,10,3,11,18,5,4
8944507;1;2,10,7,18,5,14,19,4,11,1,8,16,3,6
0250627;3;14,10,6,2,18,3,8,11,15,4,9
0208174;3;20,4,17,8,14,5,16,12,11,15,13
7421724;1;20,9,2,5,16,12,6,4,18,10,11,3,17,8
9544674;2;3,14,16,15,11,10,18,4,9,8,2,13,19,7
7151469;3;9,8,18,17,1,12,19,5,13,4,14
4449431;1;16,7,11,2,6,17,19,3,12,9,1,20,5,18
1915364;3;12,9,8,13,20,11,17,15,2,3,4
4579613;1;17,16,11,3,19,13,5,1,18,10,20,15,9,7
9023981;2;8,15,19,13,16,2,5,4,3,20,7,6,14,17
7471159;3;8,17,2,11,9,1,19,3,10,4,16
4479557;1;19,14,12,15,10,5,11,17,13,9,8,18,16,20
4670624;3;7,16,9,5,3,15,10,11,20,18,14
7282405;3;2,17,15,5,4,3,16,6,20,12,19
7430969;2;2,15,11,1,19,5,7,6,8,13,4,18,16,12
8489280;1;13,18,7,15,4,10,17,12,11,3,5,6,9,14
8872866;3;14,3,1,6,15,2,11,20,4,16,13
4190838;1;20,17,4,13,12,16,2,7,15,10,5,19,18,14
9443795;1;15,12,11,8,1,14,10,17,4,7,9,20,5,3
0368184;1;5,1,20,9,13,6,19,17,18,3,4,12,14,7
2483981;1;14,6,19,5,12,1,10,3,9,20,17,15,16,11
8016376;2;6,16,11,3,10,4,7,8,15,19,9,17,2,20
8725755;2;2,5,7,16,20,15,6,4,11,12,18,9,13,14
8542856;2;13,3,10,16,1,11,2,14,18,6,5,19,15,7
1358890;1;12,17,4,8,5,2,15,18,13,19,1,6,16,7
7334700;3;4,18,8,10,12,7,11,17,1,19,16
0771406;1;10,18,19,12,3,11,1,13,7,4,16,17,6,14
5155153;2;10,15,18,19,5,12,9,3,16,4,17,1,6,7
1629315;1;6,5,7,15,4,1,8,3,19,12,9,2,10,20
7993674;1;14,6,16,13,7,5,1,15,12,9,11,2,20,10
0390645;3;4,18,5,1,7,19,15,2,12,10,11
1126343;1;7,17,4,12,10,1,19,2,13,16,6,15,8,3
1422174;1;7,11,18,17,4,20,13,10,8,14,12,9,15,5
4711796;1;14,11,19,18,6,17,5,20,2,16,13,9,8,12
8013420;1;12,16,19,6,2,13,11,3,8,18,20,1,15,17
7041477;1;7,18,8,16,15,14,5,17,12,9,11,13,4,10
4995197;3;17,3,18,9,19,2,8,11,13,16,4
0623727;1;4,17,3,15,7,20,14,16,10,8,19,18,6,5
8891331;1;15,10,19,9,3,16,5,8,14,7,18,12,11,17
7042378;2;17,1,5,13,4,20,16,9,8,10,6,19,14,11
2879373;3;20,11,3,7,13,17,12,10,5,19,4
7615162;3;16,12,8,10,14,13,2,5,7,1,20
1250342;2;11,13,15,17,5,16,9,18,6,3,14,8,7,12
7263704;2;4,15,19,3,18,12,9,6,20,7,5,10,2,14
9839249;1;12,7,8,9,17,6,16,5,1,4,13,19,10,2
3882858;1;7,17,8,9,12,10,14,15,2,1,5,18,11,19
3552180;2;17,3,6,4,15,18,12,16,14,8,5,1,20,19
6637461;1;1,12,18,16,15,5,4,8,2,13,6,17,20,9
0521817;3;17,16,15,13,2,19,10,7,6,18,9
7553719;1;18,4,9,5,16,3,11,20,12,14,1,15,8,10
8657286;2;17,13,18,6,14,15,2,19,20,4,8,5,1,12
4159050;3;20,10,11,13,8,16,3,14,17,18,7
9760995;2;11,13,6,2,18,17,5,10,9,12,1,7,8,16
5204240;2;13,16,17,5,1,8,12,6,9,4,7,19,18,14
6865182;3;19,1,15,4,16,9,18,2,17,8,14
7729042;2;20,3,19,1,16,12,5,4,8,11,13,17,18,15
0559573;2;10,9,11,18,20,1,12,13,16,17,19,15,14,2
4927815;3;5,4,10,14,17,19,8,3,13,7,15
3202339;3;12,2,20,19,6,11,10,13,4,7,5
3685676;2;3,18,7,6,9,15,4,20,16,13,17,8,11,10
8794161;2;14,1,9,18,7,17,4,15,11,19,3,13,12,8
2825973;3;3,14,7,18,11,10,8,6,17,12,16
4122481;3;18,20,2,5,8,1,11,16,17,9,4
2622666;3;20,9,1,10,2,14,8,16,6,19,17
8812106;1;7,18,10,2,15,6,3,19,9,8,17,11,5,12
7292592;2;19,3,8,2,1,9,13,5,10,12,11,20,4,15
6987986;2;17,12,11,8,7,5,20,2,16,10,18,9,6,13
6359977;1;4,18,20,17,19,12,8,15,5,13,16,7,3,6
2163673;1;1,13,12,4,17,5,2,3,10,16,7,18,9,20
1599375;1;4,19,1,20,3,13,10,9,14,7,5,17,11,16
4040498;1;13,4,6,11,18,20,8,1,9,10,16,15,7,3
7402409;2;12,8,10,7,3,5,11,17,13,1,15,14,18,4
0193187;2;13,16,20,17,10,5,14,15,2,3,19,7,4,12
0881900;2;12,15,14,9,7,5,18,17,3,16,8,19,11,13
3356130;1;7,8,10,6,15,4,19,14,13,1,20,3,12,18
5080224;3;7,16,18,5,3,19,2,13,15,9,1
7335273;3;4,17,12,18,20,16,5,1,9,14,2
3421227;2;2,9,17,11,10,6,14,19,18,5,8,16,1,4
0415495;2;19,6,16,20,17,12,18,14,5,8,9,15,10,1
2448098;3;4,13,17,15,7,5,14,12,11,1,19
2585032;1;19,2,14,9,17,3,7,8,4,13,10,11,5,18
0795523;3;17,6,8,16,20,10,15,13,9,19,3
6133702;2;9,1,12,7,3,6,11,8,13,16,19,20,5,18
6972904;1;7,11,1,20,6,14,13,18,2,3,5,17,8,15
7995333;2;17,18,2,13,8,11,9,16,3,4,5,7,14,19
8720049;3;18,17,15,12,14,11,3,19,16,4,13
1955456;3;10,9,14,7,5,6,1,8,2,16,11
4719292;1;1,8,16,18,15,11,5,12,13,17,4,20,7,6
8654187;1;3,15,19,7,6,9,16,20,11,5,12,8,4,14
0449580;3;18,19,13,3,2,14,11,1,6,4,9
4672053;1;2,7,9,16,10,17,11,5,6,18,13,1,12,3
7479689;1;20,10,14,15,9,5,3,18,1,16,8,2,13,11
0698130;3;13,9,7,20,14,18,8,10,15,16,1
9504357;3;11,19,18,5,12,17,8,3,16,10,14
8633358;1;8,16,13,20,6,15,10,18,3,19,5,11,2,14
4259919;2;13,12,1,20,18,5,15,8,14,17,2,9,16,19
5471753;1;19,3,6,12,5,1,15,17,13,9,14,2,18,16
2367869;1;1,5,16,11,3,7,10,8,9,19,14,6,13,20
3030507;2;5,19,8,10,7,20,13,2,11,9,17,1,14,12
9611405;2;20,9,18,11,7,17,1,12,2,6,13,16,3,5
6829305;3;17,13,2,3,16,8,9,15,18,20,14
5691955;1;9,18,1,3,2,14,7,15,17,19,11,5,16,6
2914623;2;16,4,10,15,12,6,18,14,5,8,11,2,17,19
9322782;1;1,7,4,17,12,8,9,10,3,20,14,6,15,2
8611785;3;2,1,7,16,5,10,19,9,4,11,20
2523143;3;9,18,10,15,12,20,5,11,14,8,16
6279633;2;14,3,1,15,20,2,12,17,9,7,16,8,19,10
8527972;2;2,6,4,9,5,10,20,18,3,15,14,12,17,8
5198800;1;1,12,7,19,15,20,4,14,17,5,8,13,11,2
7368354;1;10,6,2,3,5,13,8,14,19,9,11,20,16,7
0996489;1;19,16,14,10,17,6,13,15,18,12,4,5,3,9
7651079;3;7,16,19,20,6,10,3,9,8,1,14
8133689;1;14,7,1,6,15,11,4,2,13,8,10,12,18,19
0145833;3;19,9,10,15,11,12,20,7,14,8,18
9505875;2;20,15,14,19,7,13,16,3,11,4,1,18,12,9
